signal,sitrep,report_date,province,value,unit,source_note
alerts_total_day,097,2026-08-19,Bas-Uele,6,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,097,2026-08-19,Bas-Uele,3,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,097,2026-08-19,Bas-Uele,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,097,2026-08-19,Bas-Uele,3,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,097,2026-08-19,Sud-Kivu,6,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,097,2026-08-19,Sud-Kivu,3,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,097,2026-08-19,Sud-Kivu,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,097,2026-08-19,Sud-Kivu,3,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Ensemble,1588,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Ensemble,207,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Ensemble,94,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Ensemble,239,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Ituri,663,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Ituri,104,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Ituri,43,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Ituri,147,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Nord-Kivu,810,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Nord-Kivu,70,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Nord-Kivu,46,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Nord-Kivu,56,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Tshopo,75,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Tshopo,11,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Tshopo,1,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Tshopo,10,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Haut-Uele,24,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Haut-Uele,13,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Haut-Uele,4,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Haut-Uele,17,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Sud-Kivu,11,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Sud-Kivu,5,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Sud-Kivu,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Sud-Kivu,5,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,098,2026-08-20,Bas-Uele,5,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,098,2026-08-20,Bas-Uele,4,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,098,2026-08-20,Bas-Uele,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,098,2026-08-20,Bas-Uele,4,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Ensemble,1656,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Ensemble,230,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Ensemble,115,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Ensemble,345,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Ituri,763,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Ituri,166,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Ituri,77,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Ituri,243,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Nord-Kivu,725,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Nord-Kivu,40,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Nord-Kivu,34,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Nord-Kivu,74,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Tshopo,118,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Tshopo,6,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Tshopo,2,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Tshopo,8,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Haut-Uele,41,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Haut-Uele,16,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Haut-Uele,2,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Haut-Uele,18,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Sud-Kivu,7,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Sud-Kivu,2,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Sud-Kivu,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Sud-Kivu,2,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,099,2026-08-21,Bas-Uele,2,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,099,2026-08-21,Bas-Uele,0,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,099,2026-08-21,Bas-Uele,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,099,2026-08-21,Bas-Uele,0,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Ensemble,1164,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Ensemble,142,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Ensemble,70,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Ensemble,198,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Ituri,274,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Ituri,54,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Ituri,20,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Ituri,64,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Nord-Kivu,742,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Nord-Kivu,62,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Nord-Kivu,49,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Nord-Kivu,111,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Tshopo,120,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Tshopo,4,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Tshopo,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Tshopo,4,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Haut-Uele,17,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Haut-Uele,14,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Haut-Uele,1,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Haut-Uele,15,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Sud-Kivu,5,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Sud-Kivu,2,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Sud-Kivu,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Sud-Kivu,2,alerts,alert table 'Nombre de suspects investigues'
alerts_total_day,100,2026-08-22,Bas-Uele,6,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,100,2026-08-22,Bas-Uele,6,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,100,2026-08-22,Bas-Uele,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,100,2026-08-22,Bas-Uele,2,alerts,alert table 'Nombre de suspects investigues'
alert_investigation_rate,097,2026-08-19,Ensemble,89.3,percent,section 1.2.1/1.1.3 prose as printed (327 investiguees sur 366 validees)
alert_investigation_rate,098,2026-08-20,Ensemble,79.4,percent,section 1.2.1/1.1.3 prose as printed (239 sur 301 validees)
alert_investigation_rate,099,2026-08-21,Ensemble,100.0,percent,"section 1.2.1/1.1.3 prose as printed (345 validees, tous investigues)"
alert_investigation_rate,100,2026-08-22,Ensemble,93.4,percent,section 1.2.1/1.1.3 prose as printed (198 sur 212 validees)
poe_travellers_screened,097,2026-08-19,Ensemble,313381,persons,"'Suivi des indicateurs aux PoE/PoC' table, Global column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,097,2026-08-19,Ituri,148032,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,097,2026-08-19,Nord-Kivu,80917,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,097,2026-08-19,Sud-Kivu,84432,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero) ; NOTE Sud-Kivu is frozen at exactly 84 432 across 097-099 (stale carry-forward) then drops to 8 936 at 100, so Global is not comparable across that break"
poe_travellers_screened,098,2026-08-20,Ensemble,303830,persons,"'Suivi des indicateurs aux PoE/PoC' table, Global column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,098,2026-08-20,Ituri,140489,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,098,2026-08-20,Nord-Kivu,78909,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,098,2026-08-20,Sud-Kivu,84432,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero) ; NOTE Sud-Kivu is frozen at exactly 84 432 across 097-099 (stale carry-forward) then drops to 8 936 at 100, so Global is not comparable across that break"
poe_travellers_screened,099,2026-08-21,Ensemble,318703,persons,"'Suivi des indicateurs aux PoE/PoC' table, Global column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,099,2026-08-21,Ituri,149149,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,099,2026-08-21,Nord-Kivu,85122,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero)"
poe_travellers_screened,099,2026-08-21,Sud-Kivu,84432,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table carries only Ituri/Nord-Kivu/Sud-Kivu/Global this vintage, other provinces have no column (silent, not zero) ; NOTE Sud-Kivu is frozen at exactly 84 432 across 097-099 (stale carry-forward) then drops to 8 936 at 100, so Global is not comparable across that break"
poe_travellers_screened,100,2026-08-22,Ensemble,246466,persons,"'Suivi des indicateurs aux PoE/PoC' table, Global column ; table EXPANDS to all six provinces plus Global at this vintage (checked directly against 097-099, all three-province); Bas-Uele printed ND"
poe_travellers_screened,100,2026-08-22,Ituri,130388,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table EXPANDS to all six provinces plus Global at this vintage (checked directly against 097-099, all three-province); Bas-Uele printed ND"
poe_travellers_screened,100,2026-08-22,Nord-Kivu,91398,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table EXPANDS to all six provinces plus Global at this vintage (checked directly against 097-099, all three-province); Bas-Uele printed ND"
poe_travellers_screened,100,2026-08-22,Sud-Kivu,8936,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table EXPANDS to all six provinces plus Global at this vintage (checked directly against 097-099, all three-province); Bas-Uele printed ND"
poe_travellers_screened,100,2026-08-22,Tshopo,6664,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table EXPANDS to all six provinces plus Global at this vintage (checked directly against 097-099, all three-province); Bas-Uele printed ND"
poe_travellers_screened,100,2026-08-22,Haut-Uele,9080,persons,"'Suivi des indicateurs aux PoE/PoC' table, province column ; table EXPANDS to all six provinces plus Global at this vintage (checked directly against 097-099, all three-province); Bas-Uele printed ND"
poe_alertes_notifiees,097,2026-08-19,Ensemble,2,alerts,PoE/PoC table 'Nombre d'alertes notifiees' (Global)
poe_alertes_notifiees,097,2026-08-19,Ituri,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,097,2026-08-19,Nord-Kivu,2,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,097,2026-08-19,Sud-Kivu,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,097,2026-08-19,Tshopo,0,alerts,"PoE/PoC table 'Nombre d'alertes notifiees' ; printed zero taken from prose 'l'Ituri, le Sud-Kivu et la Tshopo n'ont notifie aucune alerte' (Haut-Uele printed ND, no row)"
poe_alertes_notifiees,098,2026-08-20,Ensemble,1,alerts,PoE/PoC table 'Nombre d'alertes notifiees' (Global)
poe_alertes_notifiees,098,2026-08-20,Ituri,1,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,098,2026-08-20,Nord-Kivu,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,098,2026-08-20,Sud-Kivu,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,098,2026-08-20,Tshopo,0,alerts,"PoE/PoC table 'Nombre d'alertes notifiees' ; printed zero taken from prose 'le Nord-Kivu, le Sud-Kivu, la Tshopo et le Haut-Uele n'ont notifie aucune alerte'"
poe_alertes_notifiees,098,2026-08-20,Haut-Uele,0,alerts,"PoE/PoC table 'Nombre d'alertes notifiees' ; printed zero taken from prose 'le Nord-Kivu, le Sud-Kivu, la Tshopo et le Haut-Uele n'ont notifie aucune alerte'"
poe_alertes_notifiees,099,2026-08-21,Ensemble,10,alerts,PoE/PoC table 'Nombre d'alertes notifiees' (Global)
poe_alertes_notifiees,099,2026-08-21,Ituri,5,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,099,2026-08-21,Nord-Kivu,5,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,099,2026-08-21,Sud-Kivu,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,100,2026-08-22,Ensemble,3,alerts,PoE/PoC table 'Nombre d'alertes notifiees' (Global)
poe_alertes_notifiees,100,2026-08-22,Ituri,2,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,100,2026-08-22,Nord-Kivu,1,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,100,2026-08-22,Sud-Kivu,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,100,2026-08-22,Tshopo,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,100,2026-08-22,Haut-Uele,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_alertes_notifiees,100,2026-08-22,Bas-Uele,0,alerts,PoE/PoC table 'Nombre d'alertes notifiees'
poe_corpses_swabbed,097,2026-08-19,Ensemble,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,097,2026-08-19,Ituri,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,097,2026-08-19,Nord-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,097,2026-08-19,Sud-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,098,2026-08-20,Ensemble,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,098,2026-08-20,Ituri,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,098,2026-08-20,Nord-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,098,2026-08-20,Sud-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,099,2026-08-21,Ensemble,1,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,099,2026-08-21,Ituri,1,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,099,2026-08-21,Nord-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,099,2026-08-21,Sud-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Ensemble,1,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Nord-Kivu,1,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Ituri,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Sud-Kivu,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Tshopo,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Haut-Uele,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
poe_corpses_swabbed,100,2026-08-22,Bas-Uele,0,corpses,PoE/PoC table 'Nombre de corps sans vie interceptes ce jour' (printed zero where 0)
eds_death_alerts,097,2026-08-19,Ituri,82,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,097,2026-08-19,Ituri,62,corpses,see eds_death_alerts row note
eds_investigations_performed,097,2026-08-19,Ituri,77,investigations,see eds_death_alerts row note
eds_death_alerts,097,2026-08-19,Nord-Kivu,49,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,097,2026-08-19,Nord-Kivu,46,corpses,see eds_death_alerts row note
eds_investigations_performed,097,2026-08-19,Nord-Kivu,47,investigations,see eds_death_alerts row note
eds_death_alerts,097,2026-08-19,Bas-Uele,1,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,097,2026-08-19,Bas-Uele,0,corpses,see eds_death_alerts row note
eds_investigations_performed,097,2026-08-19,Bas-Uele,0,investigations,see eds_death_alerts row note
eds_death_alerts,097,2026-08-19,Tshopo,2,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,097,2026-08-19,Tshopo,2,corpses,see eds_death_alerts row note
eds_death_alerts,098,2026-08-20,Ituri,82,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,098,2026-08-20,Ituri,45,corpses,see eds_death_alerts row note
eds_investigations_performed,098,2026-08-20,Ituri,63,investigations,see eds_death_alerts row note
eds_death_alerts,098,2026-08-20,Nord-Kivu,44,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,098,2026-08-20,Nord-Kivu,44,corpses,see eds_death_alerts row note
eds_death_alerts,098,2026-08-20,Haut-Uele,5,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,098,2026-08-20,Haut-Uele,5,corpses,see eds_death_alerts row note
eds_investigations_performed,098,2026-08-20,Haut-Uele,3,investigations,see eds_death_alerts row note
eds_death_alerts,099,2026-08-21,Ituri,93,alerts,"section 1.5.1/1.4.1 PCI-EDS prose ; denominator includes 'reports de la veille' carried over, so not on a common base with earlier vintages"
eds_corpses_swabbed,099,2026-08-21,Ituri,60,corpses,see eds_death_alerts row note
eds_investigations_performed,099,2026-08-21,Ituri,72,investigations,see eds_death_alerts row note
eds_death_alerts,099,2026-08-21,Nord-Kivu,34,alerts,"section 1.5.1/1.4.1 PCI-EDS prose ; denominator includes 'reports de la veille' carried over, so not on a common base with earlier vintages"
eds_corpses_swabbed,099,2026-08-21,Nord-Kivu,33,corpses,see eds_death_alerts row note
eds_investigations_performed,099,2026-08-21,Nord-Kivu,38,investigations,see eds_death_alerts row note
eds_death_alerts,099,2026-08-21,Tshopo,3,alerts,"section 1.5.1/1.4.1 PCI-EDS prose ; denominator includes 'reports de la veille' carried over, so not on a common base with earlier vintages"
eds_corpses_swabbed,099,2026-08-21,Tshopo,1,corpses,see eds_death_alerts row note
eds_investigations_performed,099,2026-08-21,Tshopo,1,investigations,see eds_death_alerts row note
eds_death_alerts,099,2026-08-21,Haut-Uele,6,alerts,section 1.5.1/1.4.1 PCI-EDS prose
eds_corpses_swabbed,099,2026-08-21,Haut-Uele,6,corpses,see eds_death_alerts row note
eds_investigations_performed,099,2026-08-21,Haut-Uele,6,investigations,see eds_death_alerts row note
eds_death_alerts,100,2026-08-22,Haut-Uele,3,alerts,"section 1.5.1/1.4.1 PCI-EDS prose ; only Haut-Uele prints EDS figures this vintage - Ituri/Nord-Kivu/Tshopo/Bas-Uele bullets are present but give rings/decontamination only, no death-alert numbers (silent, not zero)"
eds_corpses_swabbed,100,2026-08-22,Haut-Uele,2,corpses,see eds_death_alerts row note
eds_investigations_performed,100,2026-08-22,Haut-Uele,3,investigations,see eds_death_alerts row note
smsps_confirmed_coverage,097,2026-08-19,Ituri,58.5,percent,"section 1.7.1 prose 'le pilier SMSPS a couvert 31 des 53 nouveaux cas confirmes (58,5 %) dans 4 des 13 ZS ayant notifie'; absent from 098-100"
smsps_recovered_reintegrated,097,2026-08-19,Ituri,41.7,percent,"section 1.7.1 prose '15 des 36 gueris reinseres en communaute (41,7 %)'; absent from 098-100"
alerts_total_day,101,2026-08-23,Ensemble,1539,alerts,'Situation des alertes notifiees par province' table
alerts_total_day,101,2026-08-23,Ituri,660,alerts,'Situation des alertes notifiees par province' table
alerts_total_day,101,2026-08-23,Nord-Kivu,733,alerts,'Situation des alertes notifiees par province' table
alerts_total_day,101,2026-08-23,Haut-Uele,18,alerts,'Situation des alertes notifiees par province' table
alerts_total_day,101,2026-08-23,Bas-Uele,3,alerts,'Situation des alertes notifiees par province' table
alerts_total_day,101,2026-08-23,Tshopo,124,alerts,'Situation des alertes notifiees par province' table
alerts_total_day,101,2026-08-23,Sud-Kivu,1,alerts,'Situation des alertes notifiees par province' table
alerts_validated_alive,101,2026-08-23,Ensemble,165,alerts,"alert table, validated-suspect vivants"
alerts_validated_alive,101,2026-08-23,Ituri,91,alerts,"alert table, validated-suspect vivants"
alerts_validated_alive,101,2026-08-23,Nord-Kivu,56,alerts,"alert table, validated-suspect vivants"
alerts_validated_alive,101,2026-08-23,Haut-Uele,14,alerts,"alert table, validated-suspect vivants"
alerts_validated_alive,101,2026-08-23,Bas-Uele,3,alerts,"alert table, validated-suspect vivants"
alerts_validated_alive,101,2026-08-23,Tshopo,0,alerts,"alert table, validated-suspect vivants"
alerts_validated_alive,101,2026-08-23,Sud-Kivu,1,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,101,2026-08-23,Ensemble,112,alerts,"alert table, validated-suspect decedes"
alerts_validated_dead_community,101,2026-08-23,Ituri,73,alerts,"alert table, validated-suspect decedes"
alerts_validated_dead_community,101,2026-08-23,Nord-Kivu,38,alerts,"alert table, validated-suspect decedes"
alerts_validated_dead_community,101,2026-08-23,Haut-Uele,0,alerts,"alert table, validated-suspect decedes"
alerts_validated_dead_community,101,2026-08-23,Bas-Uele,0,alerts,"alert table, validated-suspect decedes"
alerts_validated_dead_community,101,2026-08-23,Tshopo,1,alerts,"alert table, validated-suspect decedes"
alerts_validated_dead_community,101,2026-08-23,Sud-Kivu,0,alerts,"alert table, validated-suspect decedes"
alerts_investigated,101,2026-08-23,Ensemble,275,alerts,alert table 'Nombre de suspects investigues'
alerts_investigated,101,2026-08-23,Ituri,164,alerts,alert table 'Nombre de suspects investigues'
alerts_investigated,101,2026-08-23,Nord-Kivu,94,alerts,alert table 'Nombre de suspects investigues'
alerts_investigated,101,2026-08-23,Haut-Uele,14,alerts,alert table 'Nombre de suspects investigues'
alerts_investigated,101,2026-08-23,Bas-Uele,1,alerts,alert table 'Nombre de suspects investigues'
alerts_investigated,101,2026-08-23,Tshopo,1,alerts,alert table 'Nombre de suspects investigues'
alerts_investigated,101,2026-08-23,Sud-Kivu,1,alerts,alert table 'Nombre de suspects investigues'
alert_investigation_rate,101,2026-08-23,Ensemble,99.3,percent,"section 1.1.3 prose as printed (277 validees, 275 investigues)"
contact_tracing_coverage,101,2026-08-23,Ensemble,83.4,percent,page-1 tile and section 1.1.3 prose (18361 vus sur 22015 a suivre); no internal discrepancy this vintage
contact_tracing_coverage,101,2026-08-23,Ituri,86.7,percent,"section 1.1.3 prose, 10110/11665"
contact_tracing_coverage,101,2026-08-23,Nord-Kivu,80.2,percent,"section 1.1.3 prose, 6341/7902"
contact_tracing_coverage,101,2026-08-23,Haut-Uele,75.2,percent,"section 1.1.3 prose, 1297/1725"
contact_tracing_coverage,101,2026-08-23,Bas-Uele,53.8,percent,"section 1.1.3 prose, 126/234"
contact_tracing_coverage,101,2026-08-23,Tshopo,99.6,percent,"section 1.1.3 prose, 487/489"
contacts_under_follow_up,101,2026-08-23,Ensemble,22015,persons,section 1.1.3 prose national denominator
contacts_seen,101,2026-08-23,Ensemble,18361,persons,section 1.1.3 prose national numerator
contacts_under_follow_up,101,2026-08-23,Ituri,11665,persons,see contact_tracing_coverage row note
contacts_seen,101,2026-08-23,Ituri,10110,persons,see contact_tracing_coverage row note
contacts_under_follow_up,101,2026-08-23,Nord-Kivu,7902,persons,see contact_tracing_coverage row note
contacts_seen,101,2026-08-23,Nord-Kivu,6341,persons,see contact_tracing_coverage row note
